CnBio_ID,CnBio_Age,CnBio_Ethnicity,CnBio_Gender,CnPrAl_Date_graduated,CnMem_1_01_Date_Joined,Days_to_membership,CnPrAl_Degree,Degree_level,CnPrAlAttrCat_1_01_Description,CnPrAlAttrCat_1_02_Description,CnPrBs_Industry,CnAdrPrf_City,CnAdrPrf_County,CnAdrPrf_State,CnAdrPrf_ContryLongDscription,CnSmryEdu_Total_Educations,CnMem_1_01_Consecutive_Years,CnMem_1_01_Standing,CnMem_1_01_Total_Years,CnMem_1_01_Last_Dropped_Date,CnMem_1_01_Cur_Expires_on,Type_membership,CnMem_1_01_AtrCat_1_01_Description,CnGf_1_01_Fnds_1_01_Description,CnGf_1_01_Apls_1_01_Ap_Description,CnGf_1_01_Pks_1_01_Package_ID,CnGf_1_01_Pks_1_01_Description,CnGf_1_01_Pks_1_01_Description,Membership_desc
200878861,25,Asian,Female,5/12/2012,8/20/2014,830,BS in Optical Sciences & Engineering,Bachelors,ENGR-College of Engineering,,,San Diego,San Diego,CA,United States,1,0,Dropped,1,9/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 14-15,ALUM Mbr Unspecified,"Online, not specified",SP15 Grad Fest form returns,Paid
2006821,32,White or Caucasian,Male,5/1/2006,7/24/2013,2641,BS in Optical Sciences & Engineering,Bachelors,ENGR-College of Engineering,,,Santa Clara,Santa Clara,CA,United States,2,2,Active,2,,7/31/2016,Annual,"SouthBayCats, San Jose CA",UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Unspecified,"Online, not specified",Grad Fest form returns (all semesters),Bundled_offer
200719276,44,,Male,12/1/2007,12/9/2007,8,BS in Public Admin,Bachelors,ELLER-School of Public Administration & Policy,,,Sahuarita,Pima,AZ,United States,1,0,Dropped,1,1/15/2009,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
199231330,64,,Male,8/11/2011,10/3/2011,53,BS in Public Admin,Bachelors,ELLER-School of Public Administration & Policy,,,Corona,Riverside,CA,United States,1,4,Active,4,,10/31/2016,Annual,,UAAA Memberships,,ALUM Mbr Unspecified,"Online, not specified",Not Specified,Paid
200618622,33,White or Caucasian,Male,12/1/2005,6/19/2006,200,BS in Public Admin,Bachelors,ELLER-School of Public Administration & Policy,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,10/1/2007,,Dropped,,UAAA Memberships,,PreREOSU,Pre-RE Online Sign Ups,Grad Fest form returns (all semesters),Bundled_offer
20086294,30,White or Caucasian,Male,5/1/2008,3/19/2009,322,BS in Public Admin,Bachelors,ELLER-School of Public Administration & Policy,,,Rosamond,Kern,CA,United States,1,0,Active,7,4/15/2015,5/31/2018,Annual,"SoCalCats, Los Angeles CA",UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200816431,28,White or Caucasian,Male,5/1/2009,11/7/2011,920,BS in Public Admin,Bachelors,ELLER-School of Public Administration & Policy,,,Roseville,Placer,CA,United States,2,4,Active,4,,11/30/2016,Annual,"SinCityCats, Las Vegas NV",UAAA Memberships,,ALUM Mbr Las Vegas,"SinCityCats, Las Vegas NV",SCI_College Circle/College of Science,Bundled_offer
200513980,35,African American or Black,Male,5/1/2005,5/12/2008,1107,BS in Public Admin,Bachelors,ELLER-School of Public Administration & Policy,,,Alexandria,Alexandria City,VA,United States,1,0,Dropped,1,6/15/2009,,Dropped,,UAAA Memberships,,ALUM_Mbr_SP08_BIO,SP08 - Bio Update <2011>,Grad Fest form returns (all semesters),Bundled_offer
2007158,32,White or Caucasian,Male,12/1/2006,4/1/2013,2313,BS in Public Admin,Bachelors,ELLER-School of Public Administration & Policy,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,3,4/15/2016,,Dropped,"ZonaCats, Phoenix Chapter, Phoenix AZ",UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Magazine,Arizona Alumni Magazine,"Online, not specified",Paid
200617879,32,White or Caucasian,Female,12/1/2005,10/8/2012,2503,BS in Public Admin,Bachelors,ELLER-School of Public Administration & Policy,,,Tucson,Pima,AZ,United States,2,0,Dropped,3,11/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Unspecified,"Online, not specified",Grad Fest form returns (all semesters),Bundled_offer
200826213,27,White or Caucasian,Female,12/17/2011,12/10/2013,724,BS in Science Education,Bachelors,SCI-College of Science,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,1/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Unspecified,"Online, not specified",GR09 (F09) May09 grads Diploma Campaign <2031>,Paid
200832509,28,White or Caucasian,Female,12/17/2011,,,BS in Science Education,Bachelors,SCI-College of Science,,,Scottsdale,Maricopa,AZ,United States,1,,,,,,,,,,,,,
201134799,23,White or Caucasian,Female,5/17/2014,5/30/2014,13,BS in Sustainable Built Envir,Bachelors,ARCH-School of Architecture,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,1,7/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Grad Fest,Grad Fest form returns (all semesters),,Bundled_offer
20096414,24,Hispanic/Latino,Male,5/17/2014,5/21/2014,4,BS in Systems Engineering,Bachelors,ENGR-College of Engineering,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,7/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Grad Fest,Grad Fest form returns (all semesters),SP09 - CH09 Chapter Mail Campaign,Bundled_offer
201130813,24,White or Caucasian,Female,5/17/2014,5/27/2014,10,BS in Systems Engineering,Bachelors,ENGR-College of Engineering,,,Kirkland,King,WA,United States,2,0,Dropped,1,7/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Grad Fest,Grad Fest form returns (all semesters),"Online, not specified",Bundled_offer
201017227,24,,Male,5/17/2014,6/1/2014,15,BS in Systems Engineering,Bachelors,ENGR-College of Engineering,,,Phoenix,Maricopa,AZ,United States,2,0,Active,1,7/15/2015,9/30/2018,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Grad Fest,Grad Fest form returns (all semesters),SP10 - Last Chance Bear Down Campaign,Bundled_offer
200814361,28,White or Caucasian,Male,5/1/2009,7/18/2010,443,BS in Systems Engineering,Bachelors,ENGR-College of Engineering,,,Pelham,Hillsborough,NH,United States,1,0,Dropped,4,8/15/2014,,Dropped,,UAAA Memberships,,ALUM_Mbr_College,SP10 and F10 College Campaign,Grad Fest form returns (all semesters),Bundled_offer
200617630,32,White or Caucasian,Male,5/1/2006,10/30/2008,913,BS in Systems Engineering,Bachelors,ENGR-College of Engineering,,,West Sacramento,Yolo,CA,United States,1,0,Dropped,3,2/15/2012,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200710410,74,White or Caucasian,Female,12/1/2006,5/22/2010,1268,Doctor of Education,Bachelors,EDUC-College of Education,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,6/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200710705,38,,Female,5/1/2007,7/25/2007,85,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Pasadena,Los Angeles,CA,United States,1,0,Dropped,1,8/15/2008,,Dropped,,UAAA Memberships,,ALUM_Mbr_FB2007,2007 Football Tickets and Tailgates,Grad Fest form returns (all semesters),Bundled_offer
20082816,32,Asian,Female,5/15/2010,8/11/2010,88,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,5,4/15/2016,,Dropped,,UAAA Memberships,,ALUM_Mbr_DIPL_GR10,DIPL_GR10 - May10 Grads Diploma campaign,SCI_College Circle/College of Science,Bundled_offer
20082903,35,White or Caucasian,Male,5/1/2008,10/24/2008,176,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Tucson,Pima,AZ,United States,1,0,Dropped,5,11/15/2013,,Dropped,,UAAA Memberships,,ALUM_Mbr_DIPL_GR08,GR08 (SP09) May08 grads Diploma Campaign <2017>,Grad Fest form returns (all semesters),Bundled_offer
20084561,34,White or Caucasian,Female,5/1/2008,10/24/2008,176,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Tucson,Pima,AZ,United States,1,0,Dropped,5,11/15/2013,,Dropped,,,,,,Grad Fest form returns (all semesters),Bundled_offer
200894007,33,White or Caucasian,Male,5/15/2010,2/3/2012,629,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,1,3/15/2013,,Dropped,,,,,,SCI_College Circle/College of Science,Bundled_offer
20087362,30,,Female,5/15/2010,9/18/2012,857,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Redwood City,San Mateo,CA,United States,1,1,Active,3,10/15/2013,8/31/2017,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Event,Special Alumni Association Event (misc),SCI_College Circle/College of Science,Bundled_offer
20082631,32,White or Caucasian,Female,5/1/2009,2/24/2014,1760,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Phoenix,Maricopa,AZ,United States,1,2,Active,2,,2/28/2018,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Last_SP14,SP14 Last Chance 2009 New Grad campaign,"Online, not specified",Paid
201128971,31,White or Caucasian,Female,5/12/2012,,,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Kent,King,WA,United States,1,,,,,,,,,,,,,
200894060,29,Asian,Female,5/11/2013,,,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Tucson,Pima,AZ,United States,1,,,,,,,,,,,,,
201128869,31,Asian Indian,Female,5/11/2013,,,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Phoenix,Maricopa,AZ,United States,1,,,,,,,,,,,,,
201135566,34,,Male,5/17/2014,,,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Phoenix,Maricopa,AZ,United States,1,,,,,,,,,,,,,
201135542,30,,Female,5/17/2014,,,Doctor of Medicine,Bachelors,MED-College of Medicine,,,Scottsdale,Maricopa,AZ,United States,1,,,,,,,,,,,,,
200832809,41,Asian,Female,8/1/2009,4/10/2010,252,Doctor of Musical Arts (DMA),Doctorate,FA-College of Fine Arts - Music,,,Canoga Park,Los Angeles,CA,United States,1,0,Dropped,1,5/16/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,SCI_College Circle/College of Science,Bundled_offer
200819799,59,White or Caucasian,Male,12/1/2009,,,Doctor of Musical Arts (DMA),Doctorate,FA-College of Fine Arts - Music,,,Oakland,Alameda,CA,United States,1,,,,,,,,,,,,,
20106881,62,,Female,5/11/2013,12/11/2013,214,Doctor of Nursing Practice,Doctorate,NURS-College of Nursing,,,Dpo,,AE,United States,1,0,Active,2,1/15/2015,11/30/2016,Annual,"HuachuCats, Sierra Vista AZ",UAAA Memberships,,ALUM Mbr SV,"HuachuCats, Sierra Vista AZ",GR08 (F09) 2008 Grads Invitation Campaign <2030>,Paid
200879599,44,White or Caucasian,Male,5/14/2011,,,Doctor of Nursing Practice,Doctorate,NURS-College of Nursing,,,Bowling Green,Warren,KY,United States,1,,,,,,,,,,,,,
200893967,30,White or Caucasian,Male,5/12/2012,6/6/2012,25,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,,Marana,Pima,AZ,United States,1,0,Dropped,3,7/15/2015,,Dropped,,UAAA Memberships,,ALUM Mbr Student,Gift of Student Membership_UA affiliate,,Paid
200810516,29,White or Caucasian,Male,5/12/2012,6/6/2012,25,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,,Phoenix,Maricopa,AZ,United States,1,0,Dropped,3,7/15/2015,,Dropped,,UAAA Memberships,,ALUM Mbr Student,Gift of Student Membership_UA affiliate,"Online, not specified",Paid
200810696,29,White or Caucasian,Female,5/12/2012,6/6/2012,25,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,,Tucson,Pima,AZ,United States,1,0,Dropped,3,7/15/2015,,Dropped,,UAAA Memberships,,ALUM Mbr Student,Gift of Student Membership_UA affiliate,Not Specified,Paid
200822403,27,Hispanic/Latino,Female,5/17/2014,6/19/2014,33,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,,Gilbert,Maricopa,AZ,United States,1,1,Active,1,,6/30/2017,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Student,Gift of Student Membership_UA affiliate,Phoenix Chapter,Paid
20109469,33,White or Caucasian,Male,5/17/2014,6/19/2014,33,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,Healthcare,Tucson,Pima,AZ,United States,1,1,Active,1,,6/30/2017,Annual,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Student,Gift of Student Membership_UA affiliate,,Paid
200618758,34,White or Caucasian,Male,5/1/2006,7/14/2007,439,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,,Raleigh,Wake,NC,United States,1,0,Dropped,6,12/15/2013,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
20081790,32,White or Caucasian,Female,5/1/2008,8/19/2011,1205,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,,Gilbert,Maricopa,AZ,United States,1,4,Active,4,,8/30/2016,Annual,"EastValleyCats, Phoenix AZ",UAAA Memberships,,ALUM Mbr Unspecified,"Online, not specified",Grad Fest form returns (all semesters),Bundled_offer
200838319,39,White or Caucasian,Female,5/1/2007,9/16/2011,1599,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,Grocery,Seattle,King,WA,United States,1,0,Dropped,1,10/15/2012,,Dropped,,,,,,Grad Fest form returns (all semesters),Bundled_offer
2005619,36,White or Caucasian,Female,5/1/2005,,,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,Healthcare,Phoenix,Maricopa,AZ,United States,1,,,,,,,,,,,,,
200613979,39,,Female,5/1/2006,,,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,,Glendale,Maricopa,AZ,United States,1,,,,,,,,,,,,,
200712021,44,,Male,5/1/2007,,,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,,Vail,Pima,AZ,United States,1,,,,,,,,,,,,,
201128916,30,White or Caucasian,Male,5/15/2010,,,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,,Glendale,Maricopa,AZ,United States,1,,,,,,,,,,,,,
200834558,38,White or Caucasian,Male,5/12/2012,,,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,,Gold Canyon,Pinal,AZ,United States,1,,,,,,,,,,,,,
200899270,26,White or Caucasian,Female,5/16/2015,,,Doctor of Pharmacy,Doctorate,PHARM-College of Pharmacy,,,Phoenix,Maricopa,AZ,United States,1,,,,,,,,,,,,,
201132218,43,Asian,Male,5/15/2010,5/27/2010,12,Doctor of Philosophy,Doctorate,SCI-College of Science,,,Rolling Hills Estates,Los Angeles,CA,United States,1,0,Dropped,1,6/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Not Specified,Paid
200814890,67,White or Caucasian,Male,5/1/2009,5/15/2009,14,Doctor of Philosophy,Doctorate,EDUC-College of Education,,,Drayden,Saint Marys,MD,United States,1,6,Active,6,,5/31/2018,Annual,"CapitolCats, Washington DC",UAAA Memberships,,ALUM_Mbr_PGrad SP09,SP09 - May09 Parent Grad Gift Campaign <2025>,Grad Fest form returns (all semesters),Bundled_offer
200825421,32,Hispanic/Latino,Female,1/9/2013,2/6/2013,28,Doctor of Philosophy,Doctorate,SCI-College of Science,,,San Antonio,Bexar,TX,United States,1,0,Dropped,1,7/15/2014,,Dropped,,UAAA Memberships,,ALUM Mbr Science,SCI_College Circle/College of Science,"Online, not specified",Bundled_offer
200830458,32,White or Caucasian,Female,12/15/2012,2/4/2013,51,Doctor of Philosophy,Doctorate,SCI-College of Science,,,Nashville,Davidson,TN,United States,1,0,Dropped,1,7/15/2014,,Dropped,,UAAA Memberships,,ALUM Mbr Science,SCI_College Circle/College of Science,"Online, not specified",Bundled_offer
20087821,35,White or Caucasian,Male,12/15/2012,2/5/2013,52,Doctor of Philosophy,Doctorate,SCI-College of Science,,,South Bend,St Joseph,IN,United States,1,0,Dropped,1,7/15/2014,,Dropped,,UAAA Memberships,,ALUM Mbr Science,SCI_College Circle/College of Science,Not Specified,Bundled_offer
200834195,34,White or Caucasian,Female,12/15/2012,2/5/2013,52,Doctor of Philosophy,Doctorate,SCI-College of Science,,,Selkirk,Albany,NY,United States,1,0,Dropped,1,7/15/2014,,Dropped,,UAAA Memberships,,ALUM Mbr Science,SCI_College Circle/College of Science,Staff,Bundled_offer
200834206,34,,Female,12/15/2012,2/6/2013,53,Doctor of Philosophy,Doctorate,SCI-College of Science,,,Sunnyvale,Santa Clara,CA,United States,1,0,Dropped,1,7/15/2014,,Dropped,,UAAA Memberships,,ALUM Mbr Science,SCI_College Circle/College of Science,Not Specified,Bundled_offer
200715753,62,,Female,8/1/2007,10/13/2007,73,Doctor of Philosophy,Doctorate,NURS-College of Nursing,,,Mesa,Maricopa,AZ,United States,1,1,Active,8,11/15/2014,1/31/2017,Annual,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200835635,36,White or Caucasian,Female,12/1/2007,2/14/2008,75,Doctor of Philosophy,Doctorate,SCI-College of Science,,,Westminster,Jefferson,CO,United States,1,0,Dropped,1,3/16/2009,,Dropped,,UAAA Memberships,,ALUM_Mbr_Print Form,Mail-In Form from website,Grad Fest form returns (all semesters),Bundled_offer
20083369,44,,Male,5/1/2009,9/8/2009,130,Doctor of Philosophy,Doctorate,ENGR-College of Engineering,,,Tucson,Pima,AZ,United States,1,0,Dropped,6,11/15/2015,,Dropped,,UAAA Memberships,,ALUM_Mbr_DIPL_GR09,GR09 (F09) May09 grads Diploma Campaign <2031>,Grad Fest form returns (all semesters),Bundled_offer
200893833,32,White or Caucasian,Male,8/14/2014,1/6/2015,145,Doctor of Philosophy,Doctorate,SCI-College of Science,,,Lake Oswego,Clackamas,OR,United States,1,0,Dropped,1,2/15/2016,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 14-15,ALUM Mbr Unspecified,"Online, not specified",SP08 - Membership Invitation <2012>,Paid
200814186,43,White or Caucasian,Male,12/18/2010,7/24/2011,218,Doctor of Philosophy,Doctorate,SCI-College of Science,,,Litchfield Park,Maricopa,AZ,United States,1,0,Dropped,1,8/15/2012,,Dropped,,UAAA Memberships,,ALUM Mbr Unspecified,"Online, not specified","CactusCats, Tucson AZ",Paid
200832201,32,,Female,8/8/2013,3/15/2014,219,Doctor of Philosophy,Doctorate,ENGR-College of Engineering,,,White Oak,Allegheny,PA,United States,2,0,Dropped,2,4/15/2016,,Dropped,"SteelCityCats, Pittsburgh PA",UAAA Memberships,,ALUM Mbr Pittsburgh,"SteelCityCats, Pittsburgh PA",GR09 (F09) May09 grads Diploma Campaign <2031>,Paid
200868542,46,White or Caucasian,Female,8/1/2007,3/24/2008,236,Doctor of Philosophy,Doctorate,HUM-College of Humanities,,,Olympia,Thurston,WA,United States,1,0,Dropped,1,4/15/2009,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
20088581,60,White or Caucasian,Female,12/1/2009,8/12/2010,254,Doctor of Philosophy,Doctorate,EDUC-College of Education,,,Tucson,Pima,AZ,United States,1,5,Active,5,,8/31/2016,Annual,,UAAA Memberships,,ALUM_Mbr_INV_GR09,INV_GR09 - 2009 Grads campaign,SCI_College Circle/College of Science,Bundled_offer
200812283,42,White or Caucasian,Male,8/1/2009,4/19/2010,261,Doctor of Philosophy,Doctorate,EDUC-College of Education,,,Dumont,Bergen,NJ,United States,1,0,Dropped,1,5/16/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,SCI_College Circle/College of Science,Bundled_offer
200868379,65,White or Caucasian,Female,5/1/2008,1/30/2009,274,Doctor of Philosophy,Doctorate,SBS-College of Social & Behavioral Sciences,,,Henderson,Clark,NV,United States,1,0,Dropped,1,2/15/2010,,Dropped,,UAAA Memberships,,ALUM_Mbr_E News,E-mail Newsletter,Grad Fest form returns (all semesters),Bundled_offer
20087701,42,,Male,1/11/2012,10/30/2012,293,Doctor of Philosophy,Doctorate,ELLER-Eller College of Management,,,Colorado Springs,El Paso,CO,United States,1,0,Dropped,3,11/15/2015,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Unspecified,"Online, not specified","WindyCityCats, Chicago IL",Paid
200513284,42,White or Caucasian,Female,5/1/2005,3/14/2006,317,Doctor of Philosophy,Doctorate,ENGR-College of Engineering,,,Tucson,Pima,AZ,United States,1,0,Dropped,2,5/30/2008,,Dropped,,UAAA Memberships,,PreREOSU,Pre-RE Online Sign Ups,SCI_College Circle/College of Science,Bundled_offer
200868831,55,American Indian,Female,8/1/2007,6/17/2008,321,Doctor of Philosophy,Doctorate,NURS-College of Nursing,,,APO,,AE,United States,1,0,Dropped,6,11/15/2014,,Dropped,,UAAA Memberships,,ALUM_Mbr_SP08_BIO,SP08 - Bio Update <2011>,Grad Fest form returns (all semesters),Bundled_offer
200814710,42,White or Caucasian,Female,12/15/2012,11/1/2013,321,Doctor of Philosophy,Doctorate,CALS-Norton School of Family & Consumer Sciences,,,Oracle,Pinal,AZ,United States,2,0,Dropped,1,12/15/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Unspecified,"Online, not specified",SP08 - Bio Update <2011>,Paid
20087191,36,,Male,12/18/2010,12/6/2011,353,Doctor of Philosophy,Doctorate,ENGR-College of Engineering,,,Tucson,Pima,AZ,United States,1,0,Dropped,1,1/15/2013,,Dropped,,UAAA Memberships,,ALUM Mbr Unspecified,"Online, not specified",SCI_College Circle/College of Science,Bundled_offer
200818506,33,White or Caucasian,Female,5/14/2011,5/6/2012,358,Doctor of Philosophy,Doctorate,SCI-College of Science,,,Eden Prairie,Hennepin,MN,United States,1,0,Dropped,3,6/15/2015,,Dropped,,UAAA Memberships,,ALUM Mbr Unspecified,"Online, not specified",,Paid
20081600,43,White or Caucasian,Male,12/21/2013,12/29/2014,373,Doctor of Philosophy,Doctorate,EDUC-College of Education,,,Tucson,Pima,AZ,United States,1,1,Active,1,,12/31/2017,Annual,"CactusCats, Tucson AZ",UAAA Memberships,,ALUM Mbr Tucson,"CactusCats, Tucson AZ",Not Specified,Paid
20088785,40,White or Caucasian,Female,8/1/2009,8/17/2010,381,Doctor of Philosophy,Doctorate,EDUC-College of Education,,,Santa Fe,Galveston,TX,United States,1,0,Dropped,1,9/15/2011,,Dropped,,,,,,SCI_College Circle/College of Science,Bundled_offer
20081688,36,White or Caucasian,Female,5/1/2009,5/27/2010,391,Doctor of Philosophy,Doctorate,MED-College of Medicine,,,Alexandria,Fairfax,VA,United States,1,0,Dropped,1,6/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_Wash DC,Washington DC - CapitolCats,Grad Fest form returns (all semesters),Bundled_offer
199038145,56,,Male,5/1/2009,8/27/2010,483,Doctor of Philosophy,Doctorate,NURS-College of Nursing,,Education,Tucson,Pima,AZ,United States,1,0,Dropped,3,3/14/2014,,Dropped,,UAAA Memberships,,ALUM_Mbr_INV_GR09,INV_GR09 - 2009 Grads campaign,SCI_College Circle/College of Science,Bundled_offer
200868369,38,,Female,5/14/2011,10/12/2012,517,Doctor of Philosophy,Doctorate,SBS-College of Social & Behavioral Sciences,,,Concord,Middlesex,MA,United States,1,0,Dropped,2,11/15/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Invoice_F12,F12 Invoice new grad campaign,SCI_College Circle/College of Science,Bundled_offer
200829093,32,African American or Black,Female,5/12/2012,11/1/2013,538,Doctor of Philosophy,Doctorate,MED-College of Medicine,,,Oklahoma City,Oklahoma,OK,United States,1,0,Dropped,1,12/15/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 13-14,ALUM Mbr Invoice_F13,F13 Invoice New Grads campaign,SP15 Grad Fest form returns,Paid
200717909,57,White or Caucasian,Female,5/1/2008,3/17/2010,685,Doctor of Philosophy,Doctorate,NURS-College of Nursing,,,Tucson,Pima,AZ,United States,4,0,Dropped,1,4/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_E Video,E-mail Video Campaigns,Grad Fest form returns (all semesters),Bundled_offer
200810121,59,White or Caucasian,Female,8/12/2010,9/19/2012,769,Doctor of Philosophy,Doctorate,NURS-College of Nursing,,,Flagstaff,Coconino,AZ,United States,1,0,Dropped,2,10/15/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Pursuant,F12 Pursuant Video campaign,2007Spr - Commencement,Paid
200868378,57,White or Caucasian,Female,8/1/2007,9/11/2009,772,Doctor of Philosophy,Doctorate,PHARM-College of Pharmacy,,,San Diego,San Diego,CA,United States,1,6,Active,6,,9/30/2016,Annual,,UAAA Memberships,,ALUM_Mbr_CH09,SP09 - CH09 Chapter Mail Campaign,Grad Fest form returns (all semesters),Bundled_offer
200869093,39,White or Caucasian,Female,8/1/2007,12/2/2009,854,Doctor of Philosophy,Doctorate,ENGR-College of Engineering,,,Sacramento,Sacramento,CA,United States,1,0,Dropped,1,1/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_ALM_SU07,2007 Summer Alumnus Magazine,Grad Fest form returns (all semesters),Bundled_offer
20088607,36,White or Caucasian,Female,8/12/2010,1/8/2013,880,Doctor of Philosophy,Doctorate,SBS-College of Social & Behavioral Sciences,,,San Antonio,Bexar,TX,United States,1,0,Dropped,1,2/15/2014,,Dropped,,UAAA Memberships,ALUM Memberships - Acquisition 12-13,ALUM Mbr Unspecified,"Online, not specified",SCI_College Circle/College of Science,Bundled_offer
200835643,37,White or Caucasian,Male,12/1/2007,5/23/2010,904,Doctor of Philosophy,Doctorate,SCI-College of Science,,,Salem,Marion,OR,United States,1,0,Dropped,1,6/15/2011,,Dropped,,UAAA Memberships,,ALUM_Mbr_N999,Not Specified,Grad Fest form returns (all semesters),Bundled_offer
200514559,60,White or Caucasian,Female,5/1/2005,2/15/2008,1020,Doctor of Philosophy,Doctorate,CALS-Norton School of Family & Consumer Sciences,,,Chandler,Maricopa,AZ,United States,1,0,Dropped,2,9/15/2010,,Dropped,,UAAA Memberships,,ALUM_Mbr_Staff,Staff,Grad Fest form returns (all semesters),Bundled_offer
200616128,42,White or Caucasian,Female,5/1/2006,6/4/2009,1130,Doctor of Philosophy,Doctorate,SBS-College of Social & Behavioral Sciences,,Education,Tucson,Pima,AZ,United States,1,0,Dropped,1,7/20/2010,,Dropped,,UAAA Memberships,,ALUM_Mbr_Walk In,Walk In,Grad Fest form returns (all semesters),Bundled_offer
200837848,40,White or Caucasian,Female,5/1/2007,6/10/2010,1136,Doctor of Philosophy,Doctorate,SCI-College of Science,,,Tucson,Pima,AZ,United States,1,5,Active,5,,6/30/2016,Annual,,UAAA Memberships,,ALUM_Mbr_Puzzle_SP10,SP10 - Wordsearch_Non-member campaign,Grad Fest form returns (all semesters),Bundled_offer
